appid,name,genres,steamspy_tags,steamspy_tags_weighted
496240,Onward,"Action, Indie, Simulation, Strategy",VR;Shooter;FPS;Military;Realistic;Multiplayer;Simulation;Action;Violent;Indie;Tactical;War;First-Person;Singleplayer;Early Access;Online Co-Op;PvP;e-sports;Modern;Class-Based,"{""VR"": 221, ""Shooter"": 203, ""FPS"": 194, ""Military"": 192, ""Realistic"": 188, ""Multiplayer"": 184, ""Simulation"": 170, ""Action"": 163, ""Violent"": 156, ""Indie"": 149, ""Tactical"": 147, ""War"": 147, ""First-Person"": 146, ""Singleplayer"": 130, ""Early Access"": 130, ""Online Co-Op"": 118, ""PvP"": 118, ""e-sports"": 111, ""Modern"": 108, ""Class-Based"": 101}"
501180,Acan's Call: Act 1,"Action, Adventure, RPG",Adventure;RPG;Action;VR;Free to Play,"{""Adventure"": 27, ""RPG"": 26, ""Action"": 25, ""VR"": 16, ""Free to Play"": 6}"
525500,Candy Kingdom VR,"Action, Adventure, Casual, Indie",Adventure;Action;Indie;Casual;VR,"{""Adventure"": 22, ""Action"": 21, ""Indie"": 21, ""Casual"": 21, ""VR"": 18}"
530630,Empires Apart,"Free To Play, Strategy",Strategy;RTS;Free to Play;Multiplayer;Real Time Tactics;Tactical;War;Historical;Real-Time;Co-op;Singleplayer;Medieval;Replay Value;Great Soundtrack;Base-Building,"{""Strategy"": 115, ""RTS"": 94, ""Free to Play"": 84, ""Multiplayer"": 63, ""Real Time Tactics"": 60, ""Tactical"": 51, ""War"": 50, ""Historical"": 50, ""Real-Time"": 48, ""Co-op"": 36, ""Singleplayer"": 34, ""Medieval"": 31, ""Replay Value"": 23, ""Great Soundtrack"": 22, ""Base-Building"": 10}"
568040,Macbat 64,"Action, Indie",Indie;Action;3D Platformer;Retro;Platformer;Collectathon;Adventure;Colorful;Cute,"{""Indie"": 31, ""Action"": 30, ""3D Platformer"": 19, ""Retro"": 17, ""Platformer"": 14, ""Collectathon"": 12, ""Adventure"": 7, ""Colorful"": 7, ""Cute"": 7}"
819970,Space Junkies - Beta,,,{}
921590,DISSIDIA FINAL FANTASY NT Free Edition,"Action, Free To Play",Free to Play;Action;Fighting;Anime;Multiplayer;Fantasy;Singleplayer;Online Co-Op;Sexual Content;Nudity;Female Protagonist;Mature,"{""Free to Play"": 140, ""Action"": 104, ""Fighting"": 54, ""Anime"": 49, ""Multiplayer"": 49, ""Fantasy"": 38, ""Singleplayer"": 20, ""Online Co-Op"": 18, ""Sexual Content"": 17, ""Nudity"": 12, ""Female Protagonist"": 12, ""Mature"": 5}"
1084600,My Time at Sandrock,"Adventure, Casual, Indie, RPG, Simulation",Life Sim;Building;Farming Sim;Multiplayer;Sandbox;Crafting;RPG;Dating Sim;Open World;Character Customization;Mining;Adventure;Post-apocalyptic;Simulation;Casual;Singleplayer;Female Protagonist;Cartoony;Indie;LGBTQ+,"{""Life Sim"": 373, ""Building"": 307, ""Farming Sim"": 303, ""Multiplayer"": 295, ""Sandbox"": 281, ""Crafting"": 272, ""RPG"": 263, ""Dating Sim"": 255, ""Open World"": 236, ""Character Customization"": 223, ""Mining"": 181, ""Adventure"": 169, ""Post-apocalyptic"": 162, ""Simulation"": 158, ""Casual"": 157, ""Singleplayer"": 146, ""Female Protagonist"": 128, ""Cartoony"": 127, ""Indie"": 87, ""LGBTQ+"": 80}"
1097200,Twelve Minutes,"Adventure, Indie",Indie;Adventure;Mystery;Puzzle;Story Rich;Time Travel;Singleplayer;Point & Click;Top-Down;Time Manipulation;Thriller;Drama;Atmospheric;Narrative;Sexual Content;Violent;Exploration;Gore;3D;Great Soundtrack,"{""Indie"": 140, ""Adventure"": 135, ""Mystery"": 129, ""Puzzle"": 127, ""Story Rich"": 114, ""Time Travel"": 107, ""Singleplayer"": 103, ""Point & Click"": 97, ""Top-Down"": 85, ""Time Manipulation"": 82, ""Thriller"": 81, ""Drama"": 76, ""Atmospheric"": 64, ""Narrative"": 62, ""Sexual Content"": 61, ""Violent"": 61, ""Exploration"": 47, ""Gore"": 42, ""3D"": 35, ""Great Soundtrack"": 34}"
1176640,Frostpoint VR: Proving Grounds,Action,Action;VR;FPS;Shooter;Sci-fi;PvP;Multiplayer;Team-Based,"{""Action"": 50, ""VR"": 49, ""FPS"": 41, ""Shooter"": 37, ""Sci-fi"": 35, ""PvP"": 25, ""Multiplayer"": 23, ""Team-Based"": 20}"
1217060,Gunfire Reborn,"Action, Adventure, Indie, RPG",Rogue-lite;FPS;Rogue-like;Online Co-Op;Co-op;Multiplayer;Looter Shooter;Indie;Action;RPG;Adventure;Action Roguelike;Shooter;First-Person;Dungeon Crawler;Replay Value;Singleplayer;Fast-Paced;Early Access;Loot,"{""Rogue-lite"": 624, ""FPS"": 559, ""Rogue-like"": 543, ""Online Co-Op"": 540, ""Co-op"": 511, ""Multiplayer"": 456, ""Looter Shooter"": 337, ""Indie"": 261, ""Action"": 254, ""RPG"": 227, ""Adventure"": 222, ""Action Roguelike"": 215, ""Shooter"": 214, ""First-Person"": 194, ""Dungeon Crawler"": 185, ""Replay Value"": 148, ""Singleplayer"": 131, ""Fast-Paced"": 107, ""Early Access"": 98, ""Loot"": 97}"
1308380,Super Bomberman R Online,,,{}
1350720,PaperKlay,"Adventure, Indie",Adventure;3D Platformer;Platformer;Colorful;Family Friendly;Exploration;Cartoony;Singleplayer;Cute;Indie;3D;Physics;Action-Adventure;Collectathon;Controller,"{""Adventure"": 116, ""3D Platformer"": 113, ""Platformer"": 110, ""Colorful"": 103, ""Family Friendly"": 100, ""Exploration"": 95, ""Cartoony"": 93, ""Singleplayer"": 91, ""Cute"": 88, ""Indie"": 86, ""3D"": 85, ""Physics"": 82, ""Action-Adventure"": 80, ""Collectathon"": 78, ""Controller"": 78}"
1554840,Toree 3D,"Action, Adventure, Indie",3D Platformer;Platformer;Cute;3D;Horror;Colorful;Exploration;Precision Platformer;Action-Adventure;3D Vision;Third Person;Psychological Horror;Surreal;Controller;Action;Linear;Cartoony;Anime;Pixel Graphics;Stylized,"{""3D Platformer"": 471, ""Platformer"": 459, ""Cute"": 457, ""3D"": 447, ""Horror"": 432, ""Colorful"": 430, ""Exploration"": 414, ""Precision Platformer"": 410, ""Action-Adventure"": 395, ""3D Vision"": 384, ""Third Person"": 383, ""Psychological Horror"": 366, ""Surreal"": 355, ""Controller"": 339, ""Action"": 327, ""Linear"": 326, ""Cartoony"": 295, ""Anime"": 287, ""Pixel Graphics"": 270, ""Stylized"": 256}"
1632490,Shashingo: Learn Japanese with Photography,"Casual, Indie, Simulation",Education;Immersive Sim;Exploration;Hidden Object;Cozy;Cute;Casual;Relaxing;3D;Open World;Simulation;Controller;Cartoony;Colorful;Stylized;Family Friendly;Cartoon;Foreign;Singleplayer;First-Person,"{""Education"": 275, ""Immersive Sim"": 267, ""Exploration"": 264, ""Hidden Object"": 260, ""Cozy"": 256, ""Cute"": 248, ""Casual"": 244, ""Relaxing"": 241, ""3D"": 240, ""Open World"": 238, ""Simulation"": 232, ""Controller"": 222, ""Cartoony"": 214, ""Colorful"": 211, ""Stylized"": 206, ""Family Friendly"": 202, ""Cartoon"": 196, ""Foreign"": 195, ""Singleplayer"": 130, ""First-Person"": 125}"
1701800,Lunistice,"Action, Adventure, Indie",3D Platformer;Female Protagonist;Platformer;Cute;Retro;Singleplayer;Short;Colorful;3D;Arcade;Score Attack;Old School;Precision Platformer;Controller;Linear;Collectathon;Family Friendly;Pixel Graphics;Futuristic;Magic,"{""3D Platformer"": 165, ""Female Protagonist"": 151, ""Platformer"": 149, ""Cute"": 147, ""Retro"": 146, ""Singleplayer"": 135, ""Short"": 132, ""Colorful"": 128, ""3D"": 126, ""Arcade"": 118, ""Score Attack"": 116, ""Old School"": 114, ""Precision Platformer"": 108, ""Controller"": 101, ""Linear"": 98, ""Collectathon"": 94, ""Family Friendly"": 89, ""Pixel Graphics"": 87, ""Futuristic"": 80, ""Magic"": 74}"
1722620,Toree 2,"Action, Casual, Indie",Action;3D Platformer;Adventure;Platformer;Action-Adventure;Exploration;Precision Platformer;3D;3D Vision;Anime;Cartoony;Colorful;Cute;Pixel Graphics;Psychedelic;Third Person;Stylized;1990's;Old School;Atmospheric,"{""Action"": 420, ""3D Platformer"": 391, ""Adventure"": 390, ""Platformer"": 390, ""Action-Adventure"": 384, ""Exploration"": 366, ""Precision Platformer"": 359, ""3D"": 355, ""3D Vision"": 339, ""Anime"": 325, ""Cartoony"": 323, ""Colorful"": 315, ""Cute"": 301, ""Pixel Graphics"": 284, ""Psychedelic"": 269, ""Third Person"": 257, ""Stylized"": 255, ""1990's"": 236, ""Old School"": 216, ""Atmospheric"": 194}"
1823930,Wavetale,Adventure,Adventure;3D Platformer;Action-Adventure;Platformer;3D;Cartoony;Cinematic;Colorful;Stylized;Third Person;Atmospheric;Nature;Pirates;Relaxing;Controller;Female Protagonist;Linear;Singleplayer;Story Rich;Indie,"{""Adventure"": 224, ""3D Platformer"": 200, ""Action-Adventure"": 199, ""Platformer"": 194, ""3D"": 183, ""Cartoony"": 176, ""Cinematic"": 165, ""Colorful"": 160, ""Stylized"": 153, ""Third Person"": 144, ""Atmospheric"": 129, ""Nature"": 125, ""Pirates"": 111, ""Relaxing"": 105, ""Controller"": 84, ""Female Protagonist"": 81, ""Linear"": 50, ""Singleplayer"": 37, ""Story Rich"": 37, ""Indie"": 6}"
1836450,Monster Hunter Rise: Sunbreak Demo,,,{}
1866430,Rhapsody: A Musical Adventure,RPG,RPG;JRPG;Turn-Based Tactics;2D;Anime;Cute;Pixel Graphics;Colorful;1990's;Comedy;Drama;Fantasy;Emotional;Female Protagonist;Retro;Story Rich;Singleplayer;Tactical RPG;Turn-Based Strategy;Strategy,"{""RPG"": 210, ""JRPG"": 189, ""Turn-Based Tactics"": 178, ""2D"": 174, ""Anime"": 174, ""Cute"": 168, ""Pixel Graphics"": 167, ""Colorful"": 166, ""1990's"": 157, ""Comedy"": 150, ""Drama"": 140, ""Fantasy"": 136, ""Emotional"": 133, ""Female Protagonist"": 127, ""Retro"": 126, ""Story Rich"": 105, ""Singleplayer"": 100, ""Tactical RPG"": 93, ""Turn-Based Strategy"": 77, ""Strategy"": 64}"
1949960,Super Kiwi 64,Action,3D Platformer;1990's;Collectathon;Exploration;Retro;Stylized;Cute;Atmospheric;Action;Post-apocalyptic;Platformer;3D;Old School;Cartoon;Dark;Relaxing;Fantasy;Mystery;Mythology;Nature,"{""3D Platformer"": 297, ""1990's"": 279, ""Collectathon"": 275, ""Exploration"": 275, ""Retro"": 268, ""Stylized"": 249, ""Cute"": 239, ""Atmospheric"": 232, ""Action"": 224, ""Post-apocalyptic"": 221, ""Platformer"": 217, ""3D"": 195, ""Old School"": 182, ""Cartoon"": 178, ""Dark"": 161, ""Relaxing"": 146, ""Fantasy"": 129, ""Mystery"": 110, ""Mythology"": 89, ""Nature"": 70}"
2160360,Aero GPX,"Action, Racing, Early Access",Early Access;Racing;Combat Racing;Futuristic;Action;Stylized;Arcade;Hand-drawn;3D;Flight;Colorful;Comic Book;Old School;Driving;Sci-fi;Space;Combat;Controller;Vehicular Combat;4 Player Local,"{""Early Access"": 201, ""Racing"": 182, ""Combat Racing"": 167, ""Futuristic"": 166, ""Action"": 161, ""Stylized"": 160, ""Arcade"": 147, ""Hand-drawn"": 144, ""3D"": 139, ""Flight"": 136, ""Colorful"": 128, ""Comic Book"": 119, ""Old School"": 111, ""Driving"": 110, ""Sci-fi"": 104, ""Space"": 87, ""Combat"": 84, ""Controller"": 76, ""Vehicular Combat"": 64, ""4 Player Local"": 49}"
2300340,Night Stones,"Adventure, RPG",Fantasy;Magic;Exploration;Cozy;Open World;Flight;Relaxing;Puzzle;Nature;Cute;Colorful;Casual;Adventure;Story Rich;3D Platformer;Emotional;Character Customization;Family Friendly;RPG;JRPG,"{""Fantasy"": 438, ""Magic"": 394, ""Exploration"": 388, ""Cozy"": 383, ""Open World"": 379, ""Flight"": 376, ""Relaxing"": 364, ""Puzzle"": 362, ""Nature"": 360, ""Cute"": 358, ""Colorful"": 353, ""Casual"": 348, ""Adventure"": 344, ""Story Rich"": 341, ""3D Platformer"": 337, ""Emotional"": 329, ""Character Customization"": 325, ""Family Friendly"": 319, ""RPG"": 301, ""JRPG"": 289}"
2395770,Never Grave: The Witch and The Curse,"Action, Adventure, Indie",,{}
2552430,KINGDOM HEARTS -HD 1.5+2.5 ReMIX-,"Action, Adventure, RPG",Action;RPG;Adventure;JRPG;Great Soundtrack;Action-Adventure;Emotional;Story Rich;Singleplayer;Fantasy;3D;Magic;Colorful;Action RPG;Atmospheric;Anime;Cute;Character Action Game;Classic;Hack and Slash,"{""Action"": 119, ""RPG"": 113, ""Adventure"": 109, ""JRPG"": 98, ""Great Soundtrack"": 83, ""Action-Adventure"": 81, ""Emotional"": 74, ""Story Rich"": 69, ""Singleplayer"": 64, ""Fantasy"": 64, ""3D"": 62, ""Magic"": 61, ""Colorful"": 60, ""Action RPG"": 52, ""Atmospheric"": 48, ""Anime"": 45, ""Cute"": 45, ""Character Action Game"": 42, ""Classic"": 32, ""Hack and Slash"": 32}"
2552450,KINGDOM HEARTS III + Re Mind (DLC),"Action, Adventure, RPG",Action;Adventure;RPG;Singleplayer;Action RPG;3D;Action-Adventure;JRPG;Colorful;Emotional;Atmospheric;Story Rich;Character Action Game;Cute;Magic;Fantasy;Great Soundtrack;Hack and Slash;Anime,"{""Action"": 89, ""Adventure"": 81, ""RPG"": 79, ""Singleplayer"": 57, ""Action RPG"": 49, ""3D"": 45, ""Action-Adventure"": 39, ""JRPG"": 38, ""Colorful"": 36, ""Emotional"": 35, ""Atmospheric"": 35, ""Story Rich"": 33, ""Character Action Game"": 31, ""Cute"": 29, ""Magic"": 26, ""Fantasy"": 26, ""Great Soundtrack"": 24, ""Hack and Slash"": 11, ""Anime"": 6}"
2701720,Wagotabi: A Japanese Journey,"Casual, Indie, RPG, Simulation",,{}
2718010,Slash Quest,"Action, Adventure",Swordplay;Dungeon Crawler;Fantasy;Funny;Intentionally Awkward Controls;Top-Down;Action-Adventure;Hack and Slash;2D;Linear;Narration;Action;Top-Down Shooter;Colorful;Magic;Medieval;Comedy;Physics;Arcade;Adventure,"{""Swordplay"": 276, ""Dungeon Crawler"": 269, ""Fantasy"": 264, ""Funny"": 262, ""Intentionally Awkward Controls"": 256, ""Top-Down"": 243, ""Action-Adventure"": 238, ""Hack and Slash"": 228, ""2D"": 219, ""Linear"": 209, ""Narration"": 199, ""Action"": 197, ""Top-Down Shooter"": 188, ""Colorful"": 175, ""Magic"": 159, ""Medieval"": 142, ""Comedy"": 126, ""Physics"": 107, ""Arcade"": 89, ""Adventure"": 89}"
2732960,Command & Conquer™ Generals Zero Hour,,,{}
2900870,Yuma Nest,"Action, Adventure, Indie, RPG, Early Access",,{}
3111080,Secret Agent Wizard Boy and the International Crime Syndicate,"Action, Adventure, Indie, Early Access",Early Access;Co-op;Multiplayer;Sandbox;Exploration;Comedy;Simulation;Destruction;Physics;Funny;Online Co-Op;Singleplayer;Action-Adventure;Immersive Sim;Magic;Fantasy;Parody ;Third-Person Shooter;Nonlinear;PvP,"{""Early Access"": 620, ""Co-op"": 563, ""Multiplayer"": 534, ""Sandbox"": 500, ""Exploration"": 498, ""Comedy"": 494, ""Simulation"": 485, ""Destruction"": 485, ""Physics"": 477, ""Funny"": 477, ""Online Co-Op"": 476, ""Singleplayer"": 467, ""Action-Adventure"": 466, ""Immersive Sim"": 452, ""Magic"": 449, ""Fantasy"": 444, ""Parody "": 443, ""Third-Person Shooter"": 440, ""Nonlinear"": 427, ""PvP"": 426}"
3249650,Little Fighter 2 Remastered,"Action, Indie",,{}
3314060,The Sims Legacy Collection,"Casual, Simulation",Sandbox;Building;Immersive Sim;Life Sim;Management;Casual;Simulation;Crafting;Character Customization;Cartoony;Colorful;Atmospheric;Singleplayer;Old School;Classic;Retro;Great Soundtrack;LGBTQ+,"{""Sandbox"": 143, ""Building"": 137, ""Immersive Sim"": 135, ""Life Sim"": 131, ""Management"": 129, ""Casual"": 127, ""Simulation"": 125, ""Crafting"": 119, ""Character Customization"": 117, ""Cartoony"": 94, ""Colorful"": 91, ""Atmospheric"": 90, ""Singleplayer"": 85, ""Old School"": 82, ""Classic"": 14, ""Retro"": 6, ""Great Soundtrack"": 6, ""LGBTQ+"": 5}"
3907940,MMO98,"Simulation, Strategy",,{}
333420,Cossacks 3,"Action, Adventure, Strategy",Strategy;RTS;War;Multiplayer;Singleplayer;Historical;Resource Management;Action RTS;Base-Building;PvP;PvE;3D;City Builder;Action;Isometric;Open World;Co-op;Economy;Replay Value;Real-Time with Pause,"{""Strategy"": 532, ""RTS"": 379, ""War"": 339, ""Multiplayer"": 334, ""Singleplayer"": 318, ""Historical"": 318, ""Resource Management"": 315, ""Action RTS"": 309, ""Base-Building"": 308, ""PvP"": 304, ""PvE"": 299, ""3D"": 292, ""City Builder"": 273, ""Action"": 271, ""Isometric"": 268, ""Open World"": 264, ""Co-op"": 263, ""Economy"": 252, ""Replay Value"": 228, ""Real-Time with Pause"": 227}"
378860,Project CARS 2,Racing,Racing;Driving;Automobile Sim;Simulation;VR;Multiplayer;Realistic;Sports;Singleplayer;Open World;Controller;Atmospheric;Arcade;Action;Difficult;First-Person;Co-op;Great Soundtrack,"{""Racing"": 394, ""Driving"": 238, ""Automobile Sim"": 230, ""Simulation"": 200, ""VR"": 191, ""Multiplayer"": 187, ""Realistic"": 129, ""Sports"": 82, ""Singleplayer"": 72, ""Open World"": 64, ""Controller"": 49, ""Atmospheric"": 30, ""Arcade"": 28, ""Action"": 27, ""Difficult"": 25, ""First-Person"": 19, ""Co-op"": 7, ""Great Soundtrack"": 5}"
1357870,Metel - Horror Escape,"Action, Adventure, Indie, Early Access",Horror;Indie;Puzzle;3D;First-Person;Hidden Object;Survival Horror;Action;Investigation;Exploration;Survival;Story Rich;Time Manipulation;Old School;Dark;Realistic;Mystery;Singleplayer;Linear;Early Access,"{""Horror"": 244, ""Indie"": 235, ""Puzzle"": 235, ""3D"": 218, ""First-Person"": 217, ""Hidden Object"": 204, ""Survival Horror"": 197, ""Action"": 191, ""Investigation"": 183, ""Exploration"": 180, ""Survival"": 172, ""Story Rich"": 164, ""Time Manipulation"": 156, ""Old School"": 152, ""Dark"": 141, ""Realistic"": 121, ""Mystery"": 107, ""Singleplayer"": 95, ""Linear"": 89, ""Early Access"": 78}"
4050060,,,,{}
3595230,Call of Duty: Modern Warfare II,Action,,{}
3300,Bejeweled 2 Deluxe,Casual,Casual;Puzzle;Match 3;Great Soundtrack;Singleplayer;Classic;Relaxing,"{""Casual"": 58, ""Puzzle"": 33, ""Match 3"": 32, ""Great Soundtrack"": 20, ""Singleplayer"": 16, ""Classic"": 10, ""Relaxing"": 9}"
3350,Bejeweled Deluxe,Casual,Casual;Puzzle;Match 3;Singleplayer;Classic,"{""Casual"": 48, ""Puzzle"": 19, ""Match 3"": 19, ""Singleplayer"": 12, ""Classic"": 7}"
3483,Peggle Extreme,"Casual, Free To Play",Casual;Free to Play;Puzzle;Psychological Horror;Classic;Mouse only;Arcade;2D;Singleplayer;Action;Hentai,"{""Casual"": 78, ""Free to Play"": 53, ""Puzzle"": 44, ""Psychological Horror"": 18, ""Classic"": 14, ""Mouse only"": 13, ""Arcade"": 12, ""2D"": 11, ""Singleplayer"": 10, ""Action"": 9, ""Hentai"": 6}"
3540,Peggle Nights,Casual,Casual;Puzzle;Singleplayer;Addictive;2D;Classic;Psychological Horror;Mouse only;Strategy;Arcade,"{""Casual"": 86, ""Puzzle"": 44, ""Singleplayer"": 28, ""Addictive"": 16, ""2D"": 14, ""Classic"": 11, ""Psychological Horror"": 7, ""Mouse only"": 7, ""Strategy"": 5, ""Arcade"": 5}"
13520,Far Cry,Action,FPS;Action;Classic;Shooter;Open World;First-Person;Singleplayer;Difficult;Stealth;Multiplayer;Adventure;Atmospheric;Story Rich;Sci-fi;Horror;Sandbox;Great Soundtrack;Co-op;Survival;Zombies,"{""FPS"": 356, ""Action"": 273, ""Classic"": 234, ""Shooter"": 177, ""Open World"": 161, ""First-Person"": 156, ""Singleplayer"": 153, ""Difficult"": 143, ""Stealth"": 132, ""Multiplayer"": 123, ""Adventure"": 106, ""Atmospheric"": 86, ""Story Rich"": 56, ""Sci-fi"": 55, ""Horror"": 48, ""Sandbox"": 41, ""Great Soundtrack"": 25, ""Co-op"": 24, ""Survival"": 18, ""Zombies"": 10}"
57300,Amnesia: The Dark Descent,"Action, Adventure, Indie",Horror;Gore;Psychological Horror;Survival Horror;Atmospheric;Puzzle;First-Person;Nudity;Dark;Lovecraftian;Adventure;Indie;Singleplayer;Stealth;Exploration;Action;Walking Simulator;Physics;Story Rich;Surreal,"{""Horror"": 2707, ""Gore"": 1094, ""Psychological Horror"": 1086, ""Survival Horror"": 1083, ""Atmospheric"": 1067, ""Puzzle"": 1064, ""First-Person"": 1053, ""Nudity"": 797, ""Dark"": 791, ""Lovecraftian"": 776, ""Adventure"": 769, ""Indie"": 760, ""Singleplayer"": 732, ""Stealth"": 489, ""Exploration"": 488, ""Action"": 478, ""Walking Simulator"": 427, ""Physics"": 421, ""Story Rich"": 421, ""Surreal"": 414}"
70640,Worms,Strategy,Strategy;Classic;Turn-Based Strategy;2D;Multiplayer;Retro;Action;Turn-Based;Singleplayer;Pixel Graphics;Arcade;Cult Classic;Funny;1990's;Local Multiplayer,"{""Strategy"": 70, ""Classic"": 44, ""Turn-Based Strategy"": 38, ""2D"": 32, ""Multiplayer"": 32, ""Retro"": 30, ""Action"": 26, ""Turn-Based"": 23, ""Singleplayer"": 23, ""Pixel Graphics"": 16, ""Arcade"": 14, ""Cult Classic"": 12, ""Funny"": 12, ""1990's"": 11, ""Local Multiplayer"": 9}"
228200,Company of Heroes,"Action, Strategy",Strategy;World War II;RTS;War;Singleplayer;Multiplayer;Action;Military;Tactical;Violent;Historical;Base-Building;Co-op;Real Time Tactics;Classic;Moddable;Mod;Story Rich;Mature;Great Soundtrack,"{""Strategy"": 284, ""World War II"": 258, ""RTS"": 239, ""War"": 145, ""Singleplayer"": 126, ""Multiplayer"": 125, ""Action"": 116, ""Military"": 81, ""Tactical"": 78, ""Violent"": 62, ""Historical"": 50, ""Base-Building"": 49, ""Co-op"": 40, ""Real Time Tactics"": 39, ""Classic"": 36, ""Moddable"": 23, ""Mod"": 22, ""Story Rich"": 17, ""Mature"": 14, ""Great Soundtrack"": 10}"
260190,Marc Eckō's Getting Up: Contents Under Pressure,"Action, Adventure",Action;Adventure;Parkour;Great Soundtrack;Classic;Third Person;Atmospheric;Stealth;Singleplayer;Story Rich;Beat 'em up;Platformer,"{""Action"": 97, ""Adventure"": 96, ""Parkour"": 73, ""Great Soundtrack"": 62, ""Classic"": 49, ""Third Person"": 47, ""Atmospheric"": 41, ""Stealth"": 34, ""Singleplayer"": 28, ""Story Rich"": 14, ""Beat 'em up"": 9, ""Platformer"": 8}"
270150,RUNNING WITH RIFLES,"Action, Indie",Top-Down Shooter;Action;Tactical;Military;Artificial Intelligence;Open World;Sandbox;Wargame;Top-Down;Moddable;Multiplayer;Singleplayer;Loot;PvE;Co-op;Online Co-Op;Shooter;Co-op Campaign;RPG;Isometric,"{""Top-Down Shooter"": 385, ""Action"": 345, ""Tactical"": 342, ""Military"": 336, ""Artificial Intelligence"": 336, ""Open World"": 329, ""Sandbox"": 325, ""Wargame"": 321, ""Top-Down"": 317, ""Moddable"": 316, ""Multiplayer"": 303, ""Singleplayer"": 298, ""Loot"": 298, ""PvE"": 292, ""Co-op"": 285, ""Online Co-Op"": 277, ""Shooter"": 275, ""Co-op Campaign"": 275, ""RPG"": 220, ""Isometric"": 216}"
